35.39
36.02
38.84
40.57
42.22
39.85
41.53
41.29
42.7
40.83
41.73
39.85
42.01
42.39
41.07
42.39
41.86
43.2
42.65
42.83
38.0
42.38
41.98
43.0
42.7
41.96
43.3
43.2
43.07
42.98
42.41
43.11
43.48
43.55
43.83
43.95
42.54
44.78
44.43
43.9
43.54
41.7
43.56
43.97
43.81
44.18
43.43
43.77
44.01
43.80
